ID_BIOGRID;ID_KEGG;INDICE;PATHWAY;LOCALISATION
948937;None;5362;None;None
850641;YLL019C;5363;None;None
850642;YLL018C-A;5364;None;['CYTOPLASM']
850643;YLL018C;5365;Aminoacyl-tRNA biosynthesis;['CYTOPLASM']
850644;YLL016W;5366;None;None
850645;YLL015W;5367;ABC transporters;['VACUOLAR MEMBRANE']
850646;YLL014W;5368;None;None
850647;YLL013C;5369;None;['CYTOPLASM']
850648;YLL012W;5370;None;['LIPID PARTICLE']
850649;YLL011W;5371;None;['NUCLEOLUS', 'CYTOPLASM']
850650;YLL010C;5372;None;['CELL PERIPHERY']
850651;YLL009C;5373;Oxidative phosphorylation;None
850652;YLL008W;5374;None;['NUCLEUS', 'CYTOPLASM']
850653;YLL007C;5375;None;['CYTOPLASM']
850654;YLL006W;5376;Mitophagy - yeast;['PUNCTATE COMPOSITE']
850655;YLL005C;5377;None;None
850656;YLL004W;5378;Cell cycle - yeast;None
850657;YLL003W;5379;None;['SPINDLE POLE']
850658;YLL002W;5380;None;['NUCLEUS']
850659;YLL067C;5381;None;None
850660;YLL066C;5382;None;None
850662;YLL064C;5383;None;None
850663;YLL063C;5384;None;None
850664;YLL062C;5385;Cysteine and methionine metabolism;None
850665;YLL061W;5386;None;['ER']
850666;YLL060C;5387;None;['CYTOPLASM']
850668;YLL058W;5388;Cysteine and methionine metabolism;None
850669;YLL057C;5389;None;None
850670;YLL056C;5390;None;None
850671;YLL055W;5391;None;None
850672;YLL054C;5392;None;['NUCLEUS', 'CYTOPLASM']
850673;YLL053C;5393;None;None
850674;YLL052C;5394;None;None
850675;YLL051C;5395;None;None
850676;YLL050C;5396;None;None
850677;YLL049W;5397;None;None
850678;YLL048C;5398;None;['VACUOLAR MEMBRANE']
850680;YLL046C;5399;None;None
850682;YLL045C;5400;Ribosome;['CYTOPLASM']
850683;YLL043W;5401;None;['PUNCTATE COMPOSITE']
850684;YLL042C;5402;Autophagy - yeast;None
850685;YLL041C;5403;Citrate cycle (TCA cycle);['MITOCHONDRIA']
850686;YLL001W;5404;Mitophagy - yeast;['PUNCTATE COMPOSITE']
850687;YLR001C;5405;None;None
850688;YLR002C;5406;None;['NUCLEUS']
850689;YLR003C;5407;None;None
850690;YLR004C;5408;None;None
850691;YLR005W;5409;Basal transcription factors;['NUCLEUS']
850692;YLR006C;5410;MAPK signaling pathway - yeast;['CYTOPLASM']
850693;YLR007W;5411;None;None
850694;YLR008C;5412;None;None
850695;YLR009W;5413;Ribosome;None
850696;YLR010C;5414;None;None
850698;YLR011W;5415;None;['CYTOPLASM']
850699;YLR012C;5416;None;None
850700;YLR013W;5417;None;None
850701;YLR014C;5418;None;None
850702;YLR015W;5419;None;['NUCLEUS']
850703;YLR016C;5420;None;None
850704;YLR017W;5421;Cysteine and methionine metabolism;['CYTOPLASM']
850705;YLR018C;5422;Nucleocytoplasmic transport;['NUCLEAR PERIPHERY']
850706;YLR019W;5423;None;None
850707;YLR020C;5424;None;['CYTOPLASM']
850708;YLR021W;5425;None;None
850709;YLR022C;5426;Ribosome biogenesis in eukaryotes;['CYTOPLASM']
850710;YLR023C;5427;None;['ER']
850711;YLR024C;5428;None;['CYTOPLASM']
850712;YLR025W;5429;Viral life cycle - HIV-1;['PUNCTATE COMPOSITE', 'ENDOSOME']
850713;YLR026C;5430;SNARE interactions in vesicular transport;None
850714;YLR027C;5431;Arginine biosynthesis;None
850715;YLR028C;5432;Purine metabolism;['CYTOPLASM']
850716;YLR029C;5433;Ribosome;None
850717;YLR030W;5434;None;None
850718;YLR031W;5435;None;None
850719;YLR032W;5436;None;['NUCLEUS']
850720;YLR033W;5437;None;['NUCLEUS']
850721;YLR034C;5438;None;['CYTOPLASM']
850722;YLR035C;5439;None;['CYTOPLASM']
850724;YLR035C-A;5440;None;['CYTOPLASM']
850725;YLR036C;5441;None;['CYTOPLASM']
850726;YLR037C;5442;None;None
850727;YLR038C;5443;Oxidative phosphorylation;['CYTOPLASM']
850728;YLR039C;5444;None;['PUNCTATE COMPOSITE', 'CYTOPLASM', 'GOLGI']
850730;YLR040C;5445;None;None
850731;YLR042C;5446;None;['ER']
850732;YLR043C;5447;None;['NUCLEUS', 'CYTOPLASM']
850733;YLR044C;5448;Glycolysis / Gluconeogenesis;['NUCLEOLUS', 'NUCLEUS', 'CYTOPLASM']
850734;YLR045C;5449;None;['SPINDLE POLE', 'CYTOPLASM']
850735;YLR046C;5450;None;None
850736;YLR047C;5451;None;None
850737;YLR048W;5452;Ribosome;['CYTOPLASM']
850738;YLR049C;5453;None;None
850739;YLR050C;5454;None;['ER']
850740;YLR051C;5455;None;['NUCLEOLUS']
850741;YLR052W;5456;ATP-dependent chromatin remodeling;['NUCLEUS']
850742;YLR053C;5457;None;None
850743;YLR054C;5458;None;None
850744;YLR055C;5459;None;['NUCLEUS', 'CYTOPLASM']
850745;YLR056W;5460;Steroid biosynthesis;['ER']
850746;YLR057W;5461;N-Glycan biosynthesis;None
850747;YLR058C;5462;Glycine, serine and threonine metabolism;['CYTOPLASM']
850748;YLR059C;5463;Ribosome biogenesis in eukaryotes;['MITOCHONDRIA', 'NUCLEUS']
850749;YLR060W;5464;Aminoacyl-tRNA biosynthesis;['CYTOPLASM']
850750;YLR061W;5465;Ribosome;['CYTOPLASM']
850752;YLR063W;5466;None;['CYTOPLASM']
850753;YLR064W;5467;Nucleocytoplasmic transport;['ER']
850754;YLR065C;5468;Protein export;['CYTOPLASM']
850755;YLR066W;5469;Protein export;['ER']
850756;YLR067C;5470;None;['MITOCHONDRIA']
850757;YLR068W;5471;None;['NUCLEOLUS']
850758;YLR069C;5472;None;['MITOCHONDRIA']
850759;YLR070C;5473;Pentose and glucuronate interconversions;None
850760;YLR071C;5474;None;['NUCLEUS']
850761;YLR072W;5475;None;['PUNCTATE COMPOSITE', 'CYTOPLASM']
850762;YLR073C;5476;None;['PUNCTATE COMPOSITE', 'ENDOSOME']
850763;YLR074C;5477;None;['NUCLEUS']
850764;YLR075W;5478;Ribosome;['CYTOPLASM']
850766;YLR077W;5479;None;None
850767;YLR078C;5480;SNARE interactions in vesicular transport;None
850768;YLR079W;5481;MAPK signaling pathway - yeast;['CYTOPLASM']
850769;YLR080W;5482;Protein processing in endoplasmic reticulum;['VACUOLAR MEMBRANE']
850770;YLR081W;5483;Meiosis - yeast;None
850771;YLR082C;5484;None;['CYTOPLASM']
850772;YLR083C;5485;None;['PUNCTATE COMPOSITE', 'VACUOLAR MEMBRANE']
850773;YLR084C;5486;None;['BUD NECK', 'CELL PERIPHERY']
850774;YLR085C;5487;ATP-dependent chromatin remodeling;['CYTOPLASM', 'NUCLEUS']
850775;YLR086W;5488;Cell cycle - yeast;['CYTOPLASM']
850776;YLR087C;5489;None;None
850777;YLR088W;5490;Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;['ER']
850778;YLR089C;5491;Arginine biosynthesis;None
850779;YLR090W;5492;Protein processing in endoplasmic reticulum;['CYTOPLASM', 'PUNCTATE COMPOSITE']
850780;YLR091W;5493;None;['MITOCHONDRIA']
850781;YLR092W;5494;None;None
850782;YLR093C;5495;None;None
850783;YLR094C;5496;None;['CYTOPLASM']
850784;YLR095C;5497;None;['CYTOPLASM']
850785;YLR096W;5498;None;None
850786;YLR097C;5499;None;None
850787;YLR098C;5500;None;None
850788;YLR099C;5501;None;None
850789;YLR099W-A;5502;None;None
850790;YLR100W;5503;Steroid biosynthesis;['LIPID PARTICLE']
850792;YLR102C;5504;Cell cycle - yeast;['CYTOPLASM']
850793;YLR103C;5505;Cell cycle - yeast;['CYTOPLASM']
850794;YLR104W;5506;None;None
850795;YLR105C;5507;None;['MITOCHONDRIA']
850796;YLR106C;5508;Ribosome biogenesis in eukaryotes;['CYTOPLASM']
850797;YLR107W;5509;Ribosome biogenesis in eukaryotes;['NUCLEUS']
850798;YLR108C;5510;None;['MITOCHONDRIA']
850799;YLR109W;5511;Sulfur relay system;['CYTOPLASM']
850800;YLR110C;5512;None;['ER']
31598;None;5513;None;None
850803;YLR113W;5514;MAPK signaling pathway - yeast;['CYTOPLASM']
850804;tR(ACG)L;5515;None;None
850805;YLR114C;5516;None;['CYTOPLASM']
850806;YLR115W;5517;mRNA surveillance pathway;['NUCLEUS']
850807;YLR116W;5518;None;['NUCLEUS']
850808;YLR117C;5519;Spliceosome;['NUCLEUS']
850809;YLR118C;5520;None;None
850810;YLR119W;5521;None;None
850811;YLR120C;5522;MAPK signaling pathway - yeast;['ER']
850812;YLR121C;5523;None;None
850816;YLR125W;5524;None;None
850817;YLR126C;5525;None;['CYTOPLASM']
850818;YLR127C;5526;Cell cycle - yeast;['CYTOPLASM']
850819;YLR128W;5527;None;None
850820;YLR129W;5528;Ribosome biogenesis in eukaryotes;['NUCLEUS']
850821;YLR130C;5529;None;['ER']
850822;YLR131C;5530;None;['CYTOPLASM']
850823;YLR132C;5531;None;['CYTOPLASM']
850824;YLR133W;5532;Glycerophospholipid metabolism;['CYTOPLASM']
850825;YLR134W;5533;Glycolysis / Gluconeogenesis;['NUCLEUS', 'CYTOPLASM']
850826;YLR135W;5534;None;['NUCLEUS', 'CYTOPLASM']
850827;YLR136C;5535;None;['CYTOPLASM']
850828;YLR137W;5536;None;None
850829;YLR138W;5537;None;['CELL PERIPHERY']
850830;YLR139C;5538;None;['MITOCHONDRIA']
850832;YLR141W;5539;None;['NUCLEOLUS']
850833;YLR142W;5540;Arginine and proline metabolism;['MITOCHONDRIA']
850834;tD(GUC)L1;5541;None;None
850835;YLR143W;5542;None;['CYTOPLASM']
850836;YLR144C;5543;None;['CYTOPLASM']
850837;YLR145W;5544;Ribosome biogenesis in eukaryotes;None
850838;YLR146C;5545;Cysteine and methionine metabolism;['CYTOPLASM']
850839;YLR147C;5546;Spliceosome;None
850840;YLR148W;5547;Autophagy - yeast;['PUNCTATE COMPOSITE', 'GOLGI']
850841;YLR149C;5548;None;['CYTOPLASM']
850843;YLR150W;5549;None;['CYTOPLASM']
850844;YLR151C;5550;None;None
850845;YLR152C;5551;None;None
850846;YLR153C;5552;Glycolysis / Gluconeogenesis;['NUCLEUS']
850847;YLR154C;5553;None;None
3799968;YCL048W-A;5554;None;None
850848;tQ(UUG)L;5555;None;None
850849;YLR154W-C;5556;None;None
3799967;YBR201C-A;5557;None;None
850851;YLR156W;5558;None;None
850852;YLR157C;5559;Alanine, aspartate and glutamate metabolism;None
850854;YLR157C-A;5560;None;None
3799972;YDR461C-A;5561;None;None
3799970;YDR119W-A;5562;None;None
850855;YLR158C;5563;Alanine, aspartate and glutamate metabolism;None
3799978;YPR145C-A;5564;None;None
850859;YLR162W;5565;None;None
3799975;YKL065W-A;5566;None;None
850861;YLR164W;5567;Citrate cycle (TCA cycle);None
850857;YLR160C;5568;Alanine, aspartate and glutamate metabolism;None
64425;RP11-405L18.3;5569;None;None
850864;YLR167W;5570;Ribosome;None
850860;YLR163C;5571;None;None
850862;YLR165C;5572;None;None
850863;YLR166C;5573;None;['CELL PERIPHERY', 'BUD TIP', 'BUD NECK']
850865;YLR168C;5574;None;None
850868;YLR170C;5575;None;None
850869;YLR172C;5576;None;['CYTOPLASM']
850870;YLR173W;5577;None;None
850871;YLR174W;5578;Citrate cycle (TCA cycle);None
850872;YLR175W;5579;Ribosome biogenesis in eukaryotes;['NUCLEUS']
850873;YLR176C;5580;Cell cycle - yeast;['NUCLEUS']
850874;YLR177W;5581;None;None
850875;YLR178C;5582;None;['CYTOPLASM']
850876;YLR179C;5583;None;['CYTOPLASM']
850877;YLR180W;5584;Cysteine and methionine metabolism;['CYTOPLASM']
850878;YLR181C;5585;Endocytosis;['PUNCTATE COMPOSITE', 'CYTOPLASM', 'ENDOSOME']
850879;YLR182W;5586;MAPK signaling pathway - yeast;['NUCLEUS']
850880;YLR183C;5587;None;['NUCLEUS']
850882;YLR185W;5588;Ribosome;['CYTOPLASM', 'PUNCTATE COMPOSITE']
850883;YLR186W;5589;Ribosome biogenesis in eukaryotes;['CYTOPLASM']
850884;YLR187W;5590;RNA degradation;['CYTOPLASM', 'CELL PERIPHERY']
850885;YLR188W;5591;ABC transporters;['MITOCHONDRIA']
850886;YLR189C;5592;None;['CYTOPLASM']
850887;YLR190W;5593;None;['CYTOPLASM']
850888;YLR191W;5594;Peroxisome;['PUNCTATE COMPOSITE', 'PEROXISOME']
850889;YLR192C;5595;None;['CYTOPLASM']
850890;YLR193C;5596;None;['MITOCHONDRIA']
850891;YLR194C;5597;None;['ER']
850892;YLR195C;5598;None;None
850893;YLR196W;5599;None;['NUCLEUS', 'CYTOPLASM']
850894;YLR197W;5600;Ribosome biogenesis in eukaryotes;['NUCLEOLUS']
326601;BOS_15646;5601;None;None
850896;YLR199C;5602;None;['CYTOPLASM']
850897;YLR200W;5603;None;['CYTOPLASM']
850898;YLR201C;5604;None;['MITOCHONDRIA', 'PUNCTATE COMPOSITE']
850900;YLR203C;5605;None;['MITOCHONDRIA']
850901;YLR204W;5606;None;['MITOCHONDRIA']
850902;YLR205C;5607;None;None
850903;YLR206W;5608;Endocytosis;['PUNCTATE COMPOSITE']
850904;YLR207W;5609;Protein processing in endoplasmic reticulum;None
850905;YLR208W;5610;Nucleocytoplasmic transport;['PUNCTATE COMPOSITE', 'GOLGI']
850906;YLR209C;5611;Purine metabolism;None
850907;YLR210W;5612;Cell cycle - yeast;['MITOCHONDRIA']
850908;YLR211C;5613;Autophagy - yeast;['CYTOPLASM']
850909;YLR212C;5614;Motor proteins;['SPINDLE POLE']
850910;YLR213C;5615;None;None
850911;YLR214W;5616;None;None
850912;YLR215C;5617;None;['CYTOPLASM']
850914;YLR216C;5618;None;['NUCLEUS', 'CYTOPLASM']
850915;YLR218C;5619;None;['CYTOPLASM']
850916;YLR219W;5620;None;['CELL PERIPHERY']
850917;YLR220W;5621;None;None
850918;YLR221C;5622;None;['NUCLEOLUS']
850919;YLR222C;5623;Ribosome biogenesis in eukaryotes;['NUCLEOLUS']
850920;YLR223C;5624;None;['NUCLEUS']
850921;YLR224W;5625;None;None
850922;YLR225C;5626;None;['CYTOPLASM']
850923;YLR226W;5627;None;['NUCLEUS']
850924;YLR227C;5628;None;None
850926;YLR227W-A;5629;None;None
850927;YLR227W-B;5630;None;None
850928;YLR228C;5631;None;['CYTOPLASM']
850930;YLR229C;5632;MAPK signaling pathway - yeast;None
850931;tI(UAU)L;5633;None;None
850933;YLR231C;5634;Tryptophan metabolism;['CYTOPLASM']
850934;YLR233C;5635;None;None
850935;YLR234W;5636;Homologous recombination;['NUCLEUS', 'CYTOPLASM']
850938;YLR237W;5637;None;['CELL PERIPHERY', 'VACUOLE']
850939;YLR238W;5638;None;None
850940;YLR239C;5639;Lipoic acid metabolism;['MITOCHONDRIA']
850941;YLR240W;5640;Inositol phosphate metabolism;['PUNCTATE COMPOSITE', 'ENDOSOME', 'VACUOLAR MEMBRANE']
850942;YLR241W;5641;None;None
850943;YLR242C;5642;None;None
850944;YLR243W;5643;None;None
850945;YLR244C;5644;None;['NUCLEUS', 'CYTOPLASM']
850946;YLR245C;5645;Pyrimidine metabolism;['NUCLEUS']
850947;YLR246W;5646;None;None
850949;YLR247C;5647;None;None
850950;YLR248W;5648;None;['CYTOPLASM']
850951;YLR249W;5649;None;['CYTOPLASM']
850952;YLR250W;5650;None;None
850953;YLR251W;5651;Peroxisome;None
850955;YLR253W;5652;None;['MITOCHONDRIA']
850956;YLR254C;5653;None;['NUCLEUS', 'CYTOPLASM']
850958;YLR256W;5654;None;None
850959;YLR256W-A;5655;None;None
850961;YLR257W;5656;None;['CYTOPLASM']
850962;YLR258W;5657;Starch and sucrose metabolism;['CYTOPLASM', 'PUNCTATE COMPOSITE']
850963;YLR259C;5658;RNA degradation;None
850964;YLR260W;5659;Sphingolipid metabolism;['CYTOPLASM']
850966;YLR262C;5660;None;['ER']
850967;YLR262C-A;5661;None;['NUCLEUS', 'CYTOPLASM']
850968;YLR263W;5662;Meiosis - yeast;['CYTOPLASM']
850969;YLR264W;5663;Ribosome;['CYTOPLASM']
850970;YLR265C;5664;Non-homologous end-joining;['CYTOPLASM']
850971;YLR266C;5665;None;['CYTOPLASM']
850972;YLR267W;5666;None;None
850973;YLR268W;5667;SNARE interactions in vesicular transport;['PUNCTATE COMPOSITE', 'GOLGI']
850974;YLR270W;5668;RNA degradation;['CYTOPLASM']
850976;YLR271W;5669;None;['NUCLEUS', 'CYTOPLASM']
850977;YLR272C;5670;Cell cycle - yeast;['NUCLEUS']
850979;YLR273C;5671;None;None
850980;YLR274W;5672;DNA replication;None
850981;YLR275W;5673;Spliceosome;['NUCLEUS']
850982;YLR276C;5674;None;None
850983;YLR277C;5675;mRNA surveillance pathway;['NUCLEUS']
850984;YLR278C;5676;None;None
64547;None;5677;None;None
850987;YLR281C;5678;None;['MITOCHONDRIA']
850988;YLR283W;5679;None;None
850990;YLR284C;5680;Fatty acid degradation;None
850991;YLR285W;5681;None;['NUCLEUS', 'CYTOPLASM']
850992;YLR286C;5682;Amino sugar and nucleotide sugar metabolism;None
850993;YLR287C;5683;None;['CYTOPLASM']
850994;YLR287C-A;5684;Ribosome;['CYTOPLASM']
850995;YLR288C;5685;Cell cycle - yeast;None
850996;YLR289W;5686;None;['MITOCHONDRIA']
850997;YLR290C;5687;None;['MITOCHONDRIA']
850998;YLR291C;5688;None;None
850999;YLR292C;5689;None;['ER']
851000;YLR293C;5690;Ribosome biogenesis in eukaryotes;None
851002;YLR295C;5691;Oxidative phosphorylation;['MITOCHONDRIA']
851004;YLR297W;5692;None;None
851005;YLR298C;5693;Spliceosome;None
851006;YLR299W;5694;Taurine and hypotaurine metabolism;['CYTOPLASM']
851007;YLR300W;5695;Starch and sucrose metabolism;None
851008;YLR301W;5696;None;['CYTOPLASM']
851010;YLR303W;5697;Cysteine and methionine metabolism;None
851013;YLR304C;5698;Citrate cycle (TCA cycle);None
851014;YLR305C;5699;Inositol phosphate metabolism;None
851015;YLR306W;5700;Ubiquitin mediated proteolysis;None
851016;YLR307W;5701;Amino sugar and nucleotide sugar metabolism;None
851017;YLR308W;5702;Amino sugar and nucleotide sugar metabolism;None
851018;YLR309C;5703;None;['CYTOPLASM']
851019;YLR310C;5704;None;['CYTOPLASM']
851021;YLR312C;5705;None;None
851022;YLR312W-A;5706;None;['MITOCHONDRIA']
851023;YLR313C;5707;None;['BUD NECK']
851024;YLR314C;5708;None;None
851025;YLR315W;5709;None;['SPINDLE POLE', 'CYTOPLASM']
851027;YLR316C;5710;None;['CYTOPLASM']
851028;YLR318W;5711;None;None
851029;YLR319C;5712;None;['CELL PERIPHERY', 'BUD NECK']
851030;YLR320W;5713;None;None
851032;YLR321C;5714;None;['NUCLEUS']
851033;YLR323C;5715;None;['NUCLEUS']
851034;YLR324W;5716;None;['PUNCTATE COMPOSITE', 'PEROXISOME']
851035;YLR325C;5717;Ribosome;['CYTOPLASM']
851036;YLR326W;5718;None;None
851037;YLR327C;5719;None;['CYTOPLASM']
851039;YLR328W;5720;Nicotinate and nicotinamide metabolism;['CYTOPLASM']
851040;YLR329W;5721;None;None
851041;YLR330W;5722;None;None
851042;YLR332W;5723;MAPK signaling pathway - yeast;['CELL PERIPHERY']
851044;tD(GUC)L2;5724;None;None
851045;YLR333C;5725;Ribosome;['CYTOPLASM']
851048;YLR335W;5726;Nucleocytoplasmic transport;['NUCLEAR PERIPHERY']
851049;YLR336C;5727;None;['NUCLEOLUS']
851051;YLR337C;5728;None;None
851052;YLR340W;5729;Ribosome;None
851054;YLR341W;5730;None;None
851055;YLR342W;5731;Starch and sucrose metabolism;None
851056;YLR343W;5732;None;None
851057;tR(CCG)L;5733;None;None
851058;YLR344W;5734;Ribosome;['CYTOPLASM']
851059;YLR345W;5735;Fructose and mannose metabolism;['CYTOPLASM']
851060;YLR346C;5736;None;['MITOCHONDRIA']
851061;YLR347C;5737;Nucleocytoplasmic transport;['CYTOPLASM', 'PUNCTATE COMPOSITE']
851063;YLR348C;5738;None;['MITOCHONDRIA']
851064;YLR350W;5739;None;['ER']
851065;YLR351C;5740;Alanine, aspartate and glutamate metabolism;['MITOCHONDRIA', 'CYTOPLASM']
851066;YLR352W;5741;None;None
851067;YLR353W;5742;None;['BUD NECK']
851068;YLR354C;5743;Pentose phosphate pathway;['NUCLEUS']
851069;YLR355C;5744;Valine, leucine and isoleucine biosynthesis;None
851070;YLR356W;5745;Mitophagy - yeast;None
851071;YLR357W;5746;None;['NUCLEOLUS']
851072;None;5747;None;None
851073;YLR359W;5748;Purine metabolism;None
851074;YLR360W;5749;None;['PUNCTATE COMPOSITE', 'ENDOSOME']
851075;YLR361C;5750;None;None
851076;YLR362W;5751;MAPK signaling pathway - yeast;['CYTOPLASM']
851077;YLR363C;5752;None;None
851078;YLR363W-A;5753;None;['NUCLEUS']
851079;YLR364W;5754;None;['CYTOPLASM']
851082;YLR367W;5755;Ribosome;['SPINDLE POLE']
851083;YLR368W;5756;None;None
851084;YLR369W;5757;RNA degradation;['MITOCHONDRIA']
851085;YLR370C;5758;Autophagy - yeast;['CYTOPLASM', 'BUD TIP', 'ACTIN']
851086;YLR371W;5759;MAPK signaling pathway - yeast;None
851087;YLR372W;5760;Fatty acid elongation;['ER']
851088;YLR373C;5761;None;['NUCLEUS']
851089;YLR375W;5762;None;['NUCLEUS']
851091;YLR376C;5763;None;['CYTOPLASM']
851092;YLR377C;5764;Glycolysis / Gluconeogenesis;None
851095;YLR378C;5765;Protein export;['ER']
851096;YLR380W;5766;None;['CYTOPLASM']
851097;YLR381W;5767;None;['SPINDLE POLE']
851098;YLR382C;5768;Aminoacyl-tRNA biosynthesis;['MITOCHONDRIA']
851099;YLR383W;5769;None;['CYTOPLASM']
851100;YLR384C;5770;None;['CYTOPLASM']
851101;YLR385C;5771;None;['NUCLEUS']
851102;YLR386W;5772;None;['VACUOLE', 'PUNCTATE COMPOSITE']
851103;YLR387C;5773;None;['CYTOPLASM']
851104;YLR388W;5774;Ribosome;['CYTOPLASM']
851105;YLR389C;5775;None;None
851106;YLR390W;5776;None;None
851107;YLR390W-A;5777;None;None
851108;YLR392C;5778;None;['CYTOPLASM']
851109;YLR393W;5779;None;['MITOCHONDRIA']
851110;YLR394W;5780;None;None
851111;YLR395C;5781;Oxidative phosphorylation;['MITOCHONDRIA']
851112;YLR396C;5782;Autophagy - yeast;['PUNCTATE COMPOSITE', 'VACUOLAR MEMBRANE']
851113;YLR397C;5783;Ribosome biogenesis in eukaryotes;['CYTOPLASM']
851114;YLR398C;5784;RNA degradation;['CYTOPLASM']
851115;YLR399C;5785;None;['NUCLEOLUS']
851117;YLR401C;5786;None;['NUCLEUS', 'CYTOPLASM']
851119;YLR403W;5787;None;['NUCLEUS', 'CYTOPLASM']
851120;YLR404W;5788;None;None
851121;YLR405W;5789;None;None
851122;YLR406C;5790;Ribosome;None
851123;YLR407W;5791;None;None
851124;YLR408C;5792;None;None
851125;YLR409C;5793;Ribosome biogenesis in eukaryotes;['PUNCTATE COMPOSITE']
851126;YLR410W;5794;Phosphatidylinositol signaling system;['NUCLEUS', 'CYTOPLASM']
851127;YLR410W-A;5795;None;None
851128;YLR410W-B;5796;None;None
851129;YLR411W;5797;None;None
851130;YLR412W;5798;None;None
851131;YLR413W;5799;None;['CELL PERIPHERY', 'VACUOLE']
851132;YLR414C;5800;None;None
851133;YLR415C;5801;None;None
851135;YLR417W;5802;Endocytosis;None
851136;YLR418C;5803;None;['NUCLEUS']
851137;YLR419W;5804;None;None
851139;YLR420W;5805;Pyrimidine metabolism;['CYTOPLASM']
851140;YLR421C;5806;Proteasome;['NUCLEUS', 'CYTOPLASM', 'PROTEASOME']
851141;YLR422W;5807;None;None
851142;YLR423C;5808;Autophagy - yeast;None
851143;YLR424W;5809;None;['NUCLEUS', 'CYTOPLASM']
851145;YLR425W;5810;MAPK signaling pathway - yeast;None
851146;YLR426W;5811;None;None
851147;YLR427W;5812;None;['CYTOPLASM']
851148;YLR429W;5813;None;['PUNCTATE COMPOSITE', 'CYTOPLASM', 'ACTIN']
851150;YLR430W;5814;None;['NUCLEUS']
851151;YLR431C;5815;Autophagy - yeast;None
851152;YLR432W;5816;Purine metabolism;['CYTOPLASM']
851153;YLR433C;5817;None;['CYTOPLASM']
851154;YLR435W;5818;None;['NUCLEUS', 'CYTOPLASM']
851156;YLR436C;5819;None;['CYTOPLASM', 'PUNCTATE COMPOSITE']
851157;YLR437C;5820;None;None
851158;YLR438W;5821;Arginine and proline metabolism;['CYTOPLASM']
851159;YLR438C-A;5822;RNA degradation;['CYTOPLASM', 'FOCI']
851160;YLR439W;5823;None;None
851161;YLR440C;5824;None;['ER']
851162;YLR441C;5825;Ribosome;['CYTOPLASM']
851163;YLR442C;5826;None;['NUCLEAR PERIPHERY', 'CYTOPLASM']
851164;YLR443W;5827;None;None
851166;YLR445W;5828;None;None
851167;YLR446W;5829;Glycolysis / Gluconeogenesis;None
851168;YLR447C;5830;Oxidative phosphorylation;['VACUOLAR MEMBRANE']
851169;YLR448W;5831;Ribosome;None
851170;YLR449W;5832;None;['NUCLEOLUS']
851171;YLR450W;5833;Terpenoid backbone biosynthesis;['NUCLEAR PERIPHERY']
851172;YLR451W;5834;None;['NUCLEUS']
851173;YLR452C;5835;MAPK signaling pathway - yeast;['CYTOPLASM', 'FOCI']
851174;YLR453C;5836;None;['CYTOPLASM']
851175;YLR454W;5837;None;['CYTOPLASM']
851177;YLR455W;5838;None;['NUCLEUS']
851178;YLR456W;5839;None;None
851180;YLR457C;5840;None;['SPINDLE POLE']
851181;YLR459W;5841;Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;None
851182;YLR460C;5842;None;None
851183;YLR461W;5843;None;None
851184;YLR462W;5844;None;None
851185;YLR464W;5845;None;None
851187;YLR466W;5846;None;None
851189;YLR467W;5847;None;None
851190;YAL041W;5848;MAPK signaling pathway - yeast;['CYTOPLASM']
851191;YAL040C;5849;Cell cycle - yeast;None
851192;YAL039C;5850;Porphyrin metabolism;['MITOCHONDRIA']
851193;YAL038W;5851;Glycolysis / Gluconeogenesis;['CYTOPLASM']
851194;YAL037W;5852;None;None
851195;YAL036C;5853;None;['CYTOPLASM']
851196;YAL035W;5854;None;['CYTOPLASM']
851197;YAL034W-A;5855;None;['MICROTUBULE']
851199;YAL034C;5856;None;None
851200;YAL033W;5857;Ribosome biogenesis in eukaryotes;['NUCLEUS']
851201;YAL032C;5858;Spliceosome;['NUCLEUS']
851202;YAL031C;5859;None;['CELL PERIPHERY']
851203;YAL030W;5860;SNARE interactions in vesicular transport;None
851204;YAL029C;5861;Motor proteins;['CELL PERIPHERY']
851205;YAL028W;5862;None;None
851206;YAL027W;5863;None;None
851207;YAL026C;5864;Efferocytosis;['PUNCTATE COMPOSITE', 'GOLGI']
851208;YAL025C;5865;None;None
851209;YAL024C;5866;Cell cycle - yeast;['CYTOPLASM']
851210;YAL023C;5867;Other types of O-glycan biosynthesis;['ER']
851211;YAL022C;5868;None;None
851212;YAL021C;5869;RNA degradation;['CYTOPLASM']
851213;YAL020C;5870;None;None
851214;YAL019W;5871;None;['NUCLEUS']
851215;YAL018C;5872;None;None
851216;YAL017W;5873;None;['CYTOPLASM']
851217;YAL016W;5874;mRNA surveillance pathway;['CYTOPLASM', 'NUCLEUS']
851218;YAL015C;5875;Base excision repair;['NUCLEUS', 'CYTOPLASM']
851219;YAL014C;5876;SNARE interactions in vesicular transport;['CYTOPLASM']
851220;YAL013W;5877;None;None
851221;YAL012W;5878;Glycine, serine and threonine metabolism;['CYTOPLASM']
851222;YAL011W;5879;None;['CYTOPLASM', 'NUCLEUS']
851223;YAL010C;5880;Mitophagy - yeast;['MITOCHONDRIA']
851224;YAL009W;5881;None;['NUCLEUS']
851225;YAL008W;5882;None;['MITOCHONDRIA']
