Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_001148.4	88517	90316	XVI	plus	signal recognition particle subunit SRP68	SRP68	855833	protein-coding	NM_001184057.1	NP_015081.1	599	YPL243W
NC_001148.4	90622	95109	XVI	minus	Iqg1p	IQG1	855834	protein-coding	NM_001184056.1	NP_015082.1	1495	YPL242C
NC_001148.4	95372	96258	XVI	minus	GTPase-activating protein CIN2	CIN2	855835	protein-coding	NM_001184055.1	NP_015083.1	268	YPL241C
NC_001148.4	96496	98625	XVI	minus	Hsp90 family chaperone HSP82	HSP82	855836	protein-coding	NM_001184054.1	NP_015084.1	709	YPL240C
NC_001148.4	99484	100086	XVI	plus	Yar1p	YAR1	855837	protein-coding	NM_001184053.1	NP_015085.1	200	YPL239W
NC_001148.4	100496	101353	XVI	plus	translation initiation factor eIF2 subunit beta	SUI3	855838	protein-coding	NM_001184051.1	NP_015087.1	285	YPL237W
NC_001148.4	101608	102702	XVI	minus	putative serine/threonine protein kinase ENV7	ENV7	855840	protein-coding	NM_001184050.1	NP_015088.1	364	YPL236C
NC_001148.4	103232	104647	XVI	plus	RuvB family ATP-dependent DNA helicase reptin	RVB2	855841	protein-coding	NM_001184049.1	NP_015089.1	471	YPL235W
NC_001148.4	104946	105440	XVI	minus	H(+)-transporting V0 sector ATPase subunit c'	VMA11	855842	protein-coding	NM_001184048.1	NP_015090.1	164	YPL234C
NC_001148.4	106172	106822	XVI	plus	MIND complex subunit NSL1	NSL1	855843	protein-coding	NM_001184047.1	NP_015091.1	216	YPL233W
NC_001148.4	107275	108147	XVI	plus	syntaxin	SSO1	855844	protein-coding	NM_001184046.1	NP_015092.1	290	YPL232W
NC_001148.4	108652	114315	XVI	plus	trifunctional fatty acid synthase subunit FAS2	FAS2	855845	protein-coding	NM_001184045.1	NP_015093.1	1887	YPL231W
NC_001148.4	115312	116487	XVI	plus	Usv1p	USV1	855871	protein-coding	NM_001184044.1	NP_015094.1	391	YPL230W
NC_001148.4	117067	117687	XVI	plus	uncharacterized protein		855872	protein-coding	NM_001184043.1	NP_015095.1	206	YPL229W
NC_001148.4	118382	120031	XVI	plus	polynucleotide 5'-phosphatase	CET1	855873	protein-coding	NM_001184042.1	NP_015096.1	549	YPL228W
NC_001148.4	120163	121167	XVI	minus	dolichyl-phosphate beta-glucosyltransferase	ALG5	855874	protein-coding	NM_001184041.1	NP_015097.1	334	YPL227C
NC_001148.4	121767	125357	XVI	plus	New1p	NEW1	855875	protein-coding	NM_001184040.1	NP_015098.1	1196	YPL226W
NC_001148.4	126006	126446	XVI	plus	uncharacterized protein		855876	protein-coding	NM_001184039.1	NP_015099.1	146	YPL225W
NC_001148.4	126634	128088	XVI	minus	Mmt2p	MMT2	855877	protein-coding	NM_001184038.2	NP_015100.2	484	YPL224C
NC_001148.4	128632	129138	XVI	minus	Gre1p	GRE1	855878	protein-coding	NM_001184037.1	NP_015101.1	168	YPL223C
NC_001148.4	130162	132228	XVI	plus	Fmp40p	FMP40	855879	protein-coding	NM_001184036.1	NP_015102.1	688	YPL222W
NC_001148.4	133043	135424	XVI	plus	flavin adenine dinucleotide transporter	FLC1	855880	protein-coding	NM_001184035.1	NP_015103.1	793	YPL221W
NC_001148.4	135790	136443	XVI	plus	ribosomal 60S subunit protein L1A	RPL1A	855881	protein-coding	NM_001184034.1	NP_015104.1	217	YPL220W
NC_001148.4	136750	138228	XVI	plus	Pcl8p	PCL8	855882	protein-coding	NM_001184033.1	NP_015105.1	492	YPL219W
NC_001148.4	138698	139409	XVI	plus	Arf family GTPase SAR1	SAR1	855883	protein-coding	NM_001184032.1	NP_015106.1	190	YPL218W
NC_001148.4	139620	143171	XVI	minus	GTPase BMS1	BMS1	855884	protein-coding	NM_001184031.1	NP_015107.1	1183	YPL217C
NC_001148.4	143821	147129	XVI	plus	uncharacterized protein		855885	protein-coding	NM_001184030.1	NP_015108.1	1102	YPL216W
NC_001148.4	147416	148423	XVI	plus	Cbp3p	CBP3	855886	protein-coding	NM_001184029.1	NP_015109.1	335	YPL215W
NC_001148.4	148569	150191	XVI	minus	bifunctional hydroxyethylthiazole kinase/thiamine-phosphate diphosphorylase	THI6	855887	protein-coding	NM_001184028.1	NP_015110.1	540	YPL214C
NC_001148.4	150614	151330	XVI	plus	U2 snRNP complex subunit LEA1	LEA1	855888	protein-coding	NM_001184027.1	NP_015111.1	238	YPL213W
NC_001148.4	151515	153149	XVI	minus	pseudouridine synthase PUS1	PUS1	855889	protein-coding	NM_001184026.1	NP_015112.1	544	YPL212C
NC_001148.4	153495	154040	XVI	plus	ribosome biosynthesis protein NIP7	NIP7	855890	protein-coding	NM_001184025.1	NP_015113.1	181	YPL211W
NC_001148.4	154290	156212	XVI	minus	signal recognition particle subunit SRP72	SRP72	855891	protein-coding	NM_001184024.1	NP_015114.2	640	YPL210C
NC_001148.4	156490	157593	XVI	minus	aurora kinase	IPL1	855892	protein-coding	NM_001184023.1	NP_015115.1	367	YPL209C
NC_001148.4	157842	159593	XVI	plus	protein-lysine N-methyltransferase	RKM1	855893	protein-coding	NM_001184022.1	NP_015116.1	583	YPL208W
NC_001148.4	159909	162341	XVI	plus	putative tRNA 4-demethylwyosine synthase	TYW1	855894	protein-coding	NM_001184021.1	NP_015117.1	810	YPL207W
NC_001148.4	162632	163597	XVI	minus	phosphatidylglycerol phospholipase	PGC1	855895	protein-coding	NM_001184020.1	NP_015118.1	321	YPL206C
NC_001148.4	164276	165760	XVI	plus	serine/threonine protein kinase HRR25	HRR25	855897	protein-coding	NM_001184018.1	NP_015120.1	494	YPL204W
NC_001148.4	166256	167398	XVI	plus	cAMP-dependent protein kinase catalytic subunit TPK2	TPK2	855898	protein-coding	NM_001184017.1	NP_015121.1	380	YPL203W
NC_001148.4	168088	169338	XVI	minus	Aft2p	AFT2	855899	protein-coding	NM_001184016.1	NP_015122.1	416	YPL202C
NC_001148.4	169770	171155	XVI	minus	Yig1p	YIG1	855900	protein-coding	NM_001184015.1	NP_015123.1	461	YPL201C
NC_001148.4	171484	171954	XVI	plus	Csm4p	CSM4	855901	protein-coding	NM_001184014.1	NP_015124.1	156	YPL200W
NC_001148.4	172033	172755	XVI	minus	uncharacterized protein		855902	protein-coding	NM_001184013.1	NP_015125.1	240	YPL199C
NC_001148.4	173152	174702	XVI	plus	ribosomal 60S subunit protein L7B	RPL7B	855903	protein-coding	NM_001184012.1	NP_015126.1	244	YPL198W
NC_001148.4	173827	173904	XVI	plus	SNR59	SNR59	9164987	snoRNA	NR_132266.1			YNCP0003W
NC_001148.4	175043	175864	XVI	plus	Oxr1p	OXR1	855905	protein-coding	NM_001184010.1	NP_015128.1	273	YPL196W
NC_001148.4	176223	179021	XVI	plus	Apl5p	APL5	855906	protein-coding	NM_001184009.1	NP_015129.1	932	YPL195W
NC_001148.4	179277	181115	XVI	plus	Ddc1p	DDC1	855907	protein-coding	NM_001184008.1	NP_015130.1	612	YPL194W
NC_001148.4	181403	182548	XVI	plus	Rsa1p	RSA1	855908	protein-coding	NM_001184007.1	NP_015131.1	381	YPL193W
NC_001148.4	182655	183056	XVI	minus	pheromone-regulated protein PRM3	PRM3	855909	protein-coding	NM_001184006.1	NP_015132.1	133	YPL192C
NC_001148.4	183597	184679	XVI	minus	ubiquitinyl hydrolase 1	MIY2	855910	protein-coding	NM_001184005.1	NP_015133.1	360	YPL191C
NC_001148.4	185317	187725	XVI	minus	Nab3p	NAB3	855911	protein-coding	NM_001184004.1	NP_015134.1	802	YPL190C
NC_001148.4	188307	188513	XVI	minus	Coa2p	COA2	1466518	protein-coding	NM_001184537.1	NP_878179.1	68	YPL189C-A
NC_001148.4	189154	190983	XVI	plus	putative O-acyltransferase	GUP2	855912	protein-coding	NM_001184003.1	NP_015135.1	609	YPL189W
NC_001148.4	191406	192650	XVI	plus	NADH kinase	POS5	855913	protein-coding	NM_001184002.1	NP_015136.1	414	YPL188W
NC_001148.4	193648	194145	XVI	plus	Mf(Alpha)1p	MF(ALPHA)1	855914	protein-coding	NM_001184001.1	NP_015137.1	165	YPL187W
NC_001148.4	194512	195426	XVI	minus	Uip4p	UIP4	855916	protein-coding	NM_001184000.1	NP_015138.1	304	YPL186C
NC_001148.4	195950	197788	XVI	minus	Mrn1p	MRN1	855917	protein-coding	NM_001183998.1	NP_015140.1	612	YPL184C
NC_001148.4	199095	199376	XVI	plus	putative mitochondrial 54S ribosomal protein RTC6	RTC6	855918	protein-coding	NM_001184317.1	NP_015141.1	93	YPL183W-A
NC_001148.4	199495	202536	XVI	minus	Rtt10p	RTT10	855919	protein-coding	NM_001183997.1	NP_015142.1	1013	YPL183C
NC_001148.4	203421	204941	XVI	plus	Cti6p	CTI6	855920	protein-coding	NM_001183995.1	NP_015144.1	506	YPL181W
NC_001148.4	205248	207647	XVI	plus	Tco89p	TCO89	855922	protein-coding	NM_001183994.1	NP_015145.1	799	YPL180W
NC_001148.4	208157	209806	XVI	plus	protein-serine/threonine phosphatase	PPQ1	855923	protein-coding	NM_001183993.1	NP_015146.1	549	YPL179W
NC_001148.4	210192	210263	XVI	minus	tRNA-Glu		855924	tRNA				YNCP0004C
NC_001148.4	212158	212784	XVI	plus	nuclear cap-binding protein subunit CBC2	CBC2	855925	protein-coding	NM_001183992.1	NP_015147.1	208	YPL178W
NC_001148.4	213042	213962	XVI	minus	Cup9p	CUP9	855926	protein-coding	NM_001183991.1	NP_015148.1	306	YPL177C
NC_001148.4	216012	218363	XVI	minus	Tre1p	TRE1	855927	protein-coding	NM_001183990.1	NP_015149.1	783	YPL176C
NC_001148.4	218630	220088	XVI	plus	phosphatidylinositol N-acetylglucosaminyltransferase SPT14	SPT14	855928	protein-coding	NM_001183989.1	NP_015150.2	452	YPL175W
NC_001148.4	220167	222773	XVI	minus	Nip100p	NIP100	855929	protein-coding	NM_001183988.1	NP_015151.1	868	YPL174C
NC_001148.4	223143	224036	XVI	plus	mitochondrial 54S ribosomal protein YmL40	MRPL40	855930	protein-coding	NM_001183987.1	NP_015152.1	297	YPL173W
NC_001148.4	224353	225741	XVI	minus	protoheme IX farnesyltransferase	COX10	855931	protein-coding	NM_001183986.1	NP_015153.1	462	YPL172C
NC_001148.4	226169	227371	XVI	minus	NADPH dehydrogenase	OYE3	855932	protein-coding	NM_001183985.1	NP_015154.1	400	YPL171C
NC_001148.4	228314	228772	XVI	plus	Dap1p	DAP1	855933	protein-coding	NM_001183984.1	NP_015155.1	152	YPL170W
NC_001148.4	229039	230838	XVI	minus	Mex67p	MEX67	855934	protein-coding	NM_001183983.1	NP_015156.1	599	YPL169C
NC_001148.4	231217	232509	XVI	plus	Mrx4p	MRX4	855935	protein-coding	NM_001183982.1	NP_015157.1	430	YPL168W
NC_001148.4	232593	237107	XVI	minus	DNA-directed DNA polymerase	REV3	855936	protein-coding	NM_001183981.1	NP_015158.1	1504	YPL167C
NC_001148.4	237338	237979	XVI	plus	Atg29p	ATG29	855937	protein-coding	NM_001183980.1	NP_015159.1	213	YPL166W
NC_001148.4	237956	239077	XVI	minus	Set6p	SET6	855938	protein-coding	NM_001183979.1	NP_015160.1	373	YPL165C
NC_001148.4	239350	241497	XVI	minus	mismatch repair protein MLH3	MLH3	855939	protein-coding	NM_001183978.1	NP_015161.1	715	YPL164C
NC_001148.4	241918	242700	XVI	minus	Svs1p	SVS1	855940	protein-coding	NM_001183977.1	NP_015162.1	260	YPL163C
NC_001148.4	243206	244027	XVI	minus	uncharacterized protein		855941	protein-coding	NM_001183976.1	NP_015163.1	273	YPL162C
NC_001148.4	244319	246220	XVI	minus	Bem4p	BEM4	855942	protein-coding	NM_001183975.1	NP_015164.1	633	YPL161C
NC_001148.4	246990	250262	XVI	plus	leucine--tRNA ligase CDC60	CDC60	855943	protein-coding	NM_001183974.1	NP_015165.1	1090	YPL160W
NC_001148.4	250907	251668	XVI	minus	Pet20p	PET20	855944	protein-coding	NM_001183973.1	NP_015166.1	253	YPL159C
NC_001148.4	252034	254310	XVI	minus	Aim44p	AIM44	855945	protein-coding	NM_001183972.1	NP_015167.1	758	YPL158C
NC_001148.4	254814	255761	XVI	plus	RNA methyltransferase	TGS1	855946	protein-coding	NM_001183971.1	NP_015168.1	315	YPL157W
NC_001148.4	255913	256767	XVI	minus	pheromone-regulated protein PRM4	PRM4	855947	protein-coding	NM_001183970.1	NP_015169.1	284	YPL156C
NC_001148.4	257216	259336	XVI	minus	Kip2p	KIP2	855948	protein-coding	NM_001183969.1	NP_015170.1	706	YPL155C
NC_001148.4	259714	260931	XVI	minus	proteinase A	PEP4	855949	protein-coding	NM_001183968.1	NP_015171.1	405	YPL154C
NC_001148.4	261727	264192	XVI	minus	serine/threonine/tyrosine protein kinase RAD53	RAD53	855950	protein-coding	NM_001183967.1	NP_015172.1	821	YPL153C
NC_001148.4	264602	264700	XVI	plus	uncharacterized protein		1466519	protein-coding	NM_001184627.1	NP_878180.1	32	YPL152W-A
NC_001148.4	265028	266104	XVI	plus	peptidylprolyl isomerase RRD2	RRD2	855951	protein-coding	NM_001183966.1	NP_015173.1	358	YPL152W
NC_001148.4	266180	267535	XVI	minus	mRNA splicing protein PRP46	PRP46	855952	protein-coding	NM_001183965.1	NP_015174.1	451	YPL151C
NC_001148.4	268188	270893	XVI	plus	non-specific serine/threonine protein kinase		855953	protein-coding	NM_001183964.1	NP_015175.1	901	YPL150W
NC_001148.4	271310	272194	XVI	plus	Atg5p	ATG5	855954	protein-coding	NM_001183963.1	NP_015176.1	294	YPL149W
NC_001148.4	272294	272815	XVI	minus	holo-[acyl-carrier-protein] synthase	PPT2	855955	protein-coding	NM_001183962.1	NP_015177.2	173	YPL148C
NC_001148.4	273255	275867	XVI	plus	ATP-binding cassette long-chain fatty acid transporter PXA1	PXA1	855956	protein-coding	NM_001183961.1	NP_015178.1	870	YPL147W
NC_001148.4	276162	277529	XVI	minus	Nop53p	NOP53	855957	protein-coding	NM_001183960.1	NP_015179.1	455	YPL146C
NC_001148.4	278395	279699	XVI	minus	oxysterol-binding protein KES1	KES1	855958	protein-coding	NM_001183959.1	NP_015180.1	434	YPL145C
NC_001148.4	280480	280926	XVI	plus	Poc4p	POC4	855959	protein-coding	NM_001183958.1	NP_015181.1	148	YPL144W
NC_001148.4	281056	281517	XVI	minus	SNR17B	SNR17B	9164985	snoRNA	NR_132267.1			YNCP0005C
NC_001148.4	282122	282970	XVI	plus	ribosomal 60S subunit protein L33A	RPL33A	855960	protein-coding	NM_001183957.1	NP_015182.1	107	YPL143W
NC_001148.4	283464	286061	XVI	minus	protein kinase FRK1	FRK1	855962	protein-coding	NM_001183955.1	NP_015184.1	865	YPL141C
NC_001148.4	287514	289034	XVI	minus	putative mitogen-activated protein kinase kinase MKK2	MKK2	855963	protein-coding	NM_001183954.1	NP_015185.1	506	YPL140C
NC_001148.4	289669	291051	XVI	minus	Ume1p	UME1	855964	protein-coding	NM_001183953.1	NP_015186.1	460	YPL139C
NC_001148.4	291366	292427	XVI	minus	Spp1p	SPP1	855965	protein-coding	NM_001183952.1	NP_015187.1	353	YPL138C
NC_001148.4	292817	296647	XVI	minus	protein phosphatase regulator GIP3	GIP3	855967	protein-coding	NM_001183951.1	NP_015188.1	1276	YPL137C
NC_001148.4	297553	298050	XVI	plus	iron-binding protein ISU1	ISU1	855968	protein-coding	NM_001183949.1	NP_015190.1	165	YPL135W
NC_001148.4	298571	299503	XVI	minus	mitochondrial 2-oxodicarboxylate carrier	ODC1	855969	protein-coding	NM_001183948.1	NP_015191.1	310	YPL134C
NC_001148.4	299888	301228	XVI	minus	gluconeogenesis transcription factor RDS2	RDS2	855970	protein-coding	NM_001183947.1	NP_015192.1	446	YPL133C
NC_001148.4	301716	302618	XVI	plus	Cox11p	COX11	855971	protein-coding	NM_001183946.1	NP_015193.1	300	YPL132W
NC_001148.4	303121	304014	XVI	plus	ribosomal 60S subunit protein L5	RPL5	855972	protein-coding	NM_001183945.1	NP_015194.1	297	YPL131W
NC_001148.4	304387	305058	XVI	plus	Spo19p	SPO19	855973	protein-coding	NM_001183944.1	NP_015195.1	223	YPL130W
NC_001148.4	305298	306137	XVI	plus	TATA-binding protein-associated factor TAF14	TAF14	855974	protein-coding	NM_001183943.1	NP_015196.1	244	YPL129W
NC_001148.4	306533	308221	XVI	minus	Tbf1p	TBF1	855975	protein-coding	NM_001183942.1	NP_015197.1	562	YPL128C
NC_001148.4	308828	309604	XVI	minus	histone H1	HHO1	855976	protein-coding	NM_001183941.1	NP_015198.1	258	YPL127C
NC_001148.4	310210	312900	XVI	plus	Nan1p	NAN1	855977	protein-coding	NM_001183940.1	NP_015199.1	896	YPL126W
NC_001148.4	313388	316486	XVI	plus	Kap120p	KAP120	855978	protein-coding	NM_001183939.1	NP_015200.1	1032	YPL125W
NC_001148.4	316755	317516	XVI	plus	Spc29p	SPC29	855979	protein-coding	NM_001183938.1	NP_015201.1	253	YPL124W
NC_001148.4	317641	318945	XVI	minus	ribonuclease T2	RNY1	855980	protein-coding	NM_001183937.1	NP_015202.1	434	YPL123C
NC_001148.4	319226	320767	XVI	minus	TFIIH/NER complex subunit TFB2	TFB2	855981	protein-coding	NM_001183936.1	NP_015203.1	513	YPL122C
NC_001148.4	320962	321630	XVI	minus	Mei5p	MEI5	855982	protein-coding	NM_001183935.1	NP_015204.1	222	YPL121C
NC_001148.4	322071	323744	XVI	plus	beclin 1	VPS30	855983	protein-coding	NM_001183934.1	NP_015205.1	557	YPL120W
NC_001148.4	324024	324287	XVI	minus	uncharacterized protein		1466520	protein-coding	NM_001184670.1	NP_878181.1	87	YPL119C-A
NC_001148.4	324411	326264	XVI	minus	putative DEAD-box ATP-dependent RNA helicase DBP1	DBP1	855984	protein-coding	NM_001183933.1	NP_015206.1	617	YPL119C
NC_001148.4	326628	327662	XVI	plus	mitochondrial 37S ribosomal protein MRP51	MRP51	855985	protein-coding	NM_001183932.1	NP_015207.1	344	YPL118W
NC_001148.4	327864	328730	XVI	minus	isopentenyl-diphosphate delta-isomerase IDI1	IDI1	855986	protein-coding	NM_001183931.1	NP_015208.1	288	YPL117C
NC_001148.4	329606	331699	XVI	plus	histone deacetylase	HOS3	855987	protein-coding	NM_001183930.1	NP_015209.1	697	YPL116W
NC_001148.4	332100	335486	XVI	minus	GTPase-activating protein BEM3	BEM3	855988	protein-coding	NM_001183929.1	NP_015210.1	1128	YPL115C
NC_001148.4	335953	337143	XVI	minus	glyoxylate reductase		855990	protein-coding	NM_001183927.1	NP_015212.1	396	YPL113C
NC_001148.4	337436	338620	XVI	minus	Pex25p	PEX25	855991	protein-coding	NM_001183926.1	NP_015213.1	394	YPL112C
NC_001148.4	338848	338919	XVI	minus	tRNA-Met	IMT2	855992	tRNA				YNCP0006C
NC_001148.4	339944	340945	XVI	plus	arginase	CAR1	855993	protein-coding	NM_001183925.1	NP_015214.1	333	YPL111W
NC_001148.4	341068	344739	XVI	minus	glycerophosphocholine phosphodiesterase	GDE1	855994	protein-coding	NM_001183924.1	NP_015215.1	1223	YPL110C
NC_001148.4	345264	347389	XVI	minus	Cqd1p	CQD1	855995	protein-coding	NM_001183923.1	NP_015216.3	657	YPL109C
NC_001148.4	348446	348952	XVI	plus	uncharacterized protein		855996	protein-coding	NM_001183922.1	NP_015217.1	168	YPL108W
NC_001148.4	349119	349865	XVI	plus	Dpc25p	DPC25	855997	protein-coding	NM_001183921.1	NP_015218.1	248	YPL107W
NC_001148.4	350194	352275	XVI	minus	adenyl-nucleotide exchange factor SSE1	SSE1	855998	protein-coding	NM_001183920.1	NP_015219.1	693	YPL106C
NC_001148.4	352863	355412	XVI	minus	Syh1p	SYH1	855999	protein-coding	NM_001183919.1	NP_015220.1	849	YPL105C
NC_001148.4	355700	357676	XVI	plus	aspartate--tRNA ligase MSD1	MSD1	856000	protein-coding	NM_001183918.1	NP_015221.1	658	YPL104W
NC_001148.4	358000	359406	XVI	minus	N-acetylphosphatidylethanolamine-hydrolyzing phospholipase D	FMP30	856001	protein-coding	NM_001183917.1	NP_015222.1	468	YPL103C
NC_001148.4	360209	361579	XVI	plus	Elongator subunit ELP4	ELP4	856002	protein-coding	NM_001183915.1	NP_015224.1	456	YPL101W
NC_001148.4	361872	363362	XVI	plus	Atg21p	ATG21	856004	protein-coding	NM_001183914.1	NP_015225.1	496	YPL100W
NC_001148.4	363520	364068	XVI	minus	Ina17p	INA17	856005	protein-coding	NM_001183913.1	NP_015226.1	182	YPL099C
NC_001148.4	364386	364727	XVI	minus	Mgr2p	MGR2	856006	protein-coding	NM_001183912.1	NP_015227.1	113	YPL098C
NC_001148.4	364952	366430	XVI	plus	tyrosine--tRNA ligase MSY1	MSY1	856007	protein-coding	NM_001183911.1	NP_015228.1	492	YPL097W
NC_001148.4	366529	366735	XVI	minus	Eri1p	ERI1	856008	protein-coding	NM_001184515.1	NP_690846.1	68	YPL096C-A
NC_001148.4	366927	368018	XVI	plus	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase	PNG1	856009	protein-coding	NM_001183910.1	NP_015229.1	363	YPL096W
NC_001148.4	368071	369441	XVI	minus	medium-chain fatty acid ethyl ester synthase/esterase	EEB1	856010	protein-coding	NM_001183909.1	NP_015230.1	456	YPL095C
NC_001148.4	369839	370663	XVI	minus	Sec63 complex subunit SEC62	SEC62	856011	protein-coding	NM_001183908.1	NP_015231.2	274	YPL094C
NC_001148.4	370978	372921	XVI	plus	putative GTPase NOG1	NOG1	856012	protein-coding	NM_001183907.1	NP_015232.1	647	YPL093W
NC_001148.4	373793	375169	XVI	plus	Ssu1p	SSU1	856013	protein-coding	NM_001183906.1	NP_015233.1	458	YPL092W
NC_001148.4	375502	376953	XVI	plus	glutathione-disulfide reductase GLR1	GLR1	856014	protein-coding	NM_001183905.1	NP_015234.1	483	YPL091W
NC_001148.4	377291	378395	XVI	minus	ribosomal 40S subunit protein S6A	RPS6A	856015	protein-coding	NM_001183904.1	NP_015235.1	236	YPL090C
NC_001148.4	379120	381150	XVI	minus	Rlm1p	RLM1	856016	protein-coding	NM_001183903.1	NP_015236.1	676	YPL089C
NC_001148.4	381965	382993	XVI	plus	aldo-keto reductase superfamily protein		856017	protein-coding	NM_001183902.1	NP_015237.1	342	YPL088W
NC_001148.4	383455	384408	XVI	plus	alkaline dihydroceramidase	YDC1	856018	protein-coding	NM_001183901.1	NP_015238.1	317	YPL087W
NC_001148.4	384773	386446	XVI	minus	Elongator subunit ELP3	ELP3	856019	protein-coding	NM_001183900.1	NP_015239.1	557	YPL086C
NC_001148.4	387067	393654	XVI	plus	Sec16p	SEC16	856020	protein-coding	NM_001183899.1	NP_015240.1	2195	YPL085W
NC_001148.4	394038	396572	XVI	plus	Bro1p	BRO1	856021	protein-coding	NM_001183898.1	NP_015241.1	844	YPL084W
NC_001148.4	396702	398105	XVI	minus	tRNA splicing endonuclease subunit SEN54	SEN54	856022	protein-coding	NM_001183897.1	NP_015242.1	467	YPL083C
NC_001148.4	398480	404083	XVI	minus	DNA-binding ATPase	MOT1	856023	protein-coding	NM_001183896.1	NP_015243.1	1867	YPL082C
NC_001148.4	404950	406044	XVI	plus	ribosomal 40S subunit protein S9A	RPS9A	856024	protein-coding	NM_001183895.1	NP_015244.1	197	YPL081W
NC_001148.4	406172	406498	XVI	minus	uncharacterized protein		856025	protein-coding	NM_001348884.1	NP_001335822.1	108	YPL080C
NC_001148.4	406636	407539	XVI	plus	ribosomal 60S subunit protein L21B	RPL21B	856026	protein-coding	NM_001183893.1	NP_015246.1	160	YPL079W
NC_001148.4	408010	408744	XVI	minus	F1F0 ATP synthase subunit 4	ATP4	856027	protein-coding	NM_001183892.1	NP_015247.1	244	YPL078C
NC_001148.4	409368	410090	XVI	minus	uncharacterized protein		856028	protein-coding	NM_001183891.1	NP_015248.1	240	YPL077C
NC_001148.4	410443	411285	XVI	plus	phosphatidylinositol N-acetylglucosaminyltransferase	GPI2	856029	protein-coding	NM_001183890.1	NP_015249.1	280	YPL076W
NC_001148.4	412254	415362	XVI	plus	transcription regulator GCR1	GCR1	856030	protein-coding	NM_001183889.1	NP_015250.1	785	YPL075W
NC_001148.4	415763	418027	XVI	plus	putative AAA family ATPase YTA6	YTA6	856031	protein-coding	NM_001183888.1	NP_015251.1	754	YPL074W
NC_001148.4	418512	420011	XVI	plus	putative ubiquitin-specific protease UBP16	UBP16	856032	protein-coding	NM_001183886.1	NP_015253.1	499	YPL072W
NC_001148.4	420048	420518	XVI	minus	uncharacterized protein		856034	protein-coding	NM_001183885.1	NP_015254.1	156	YPL071C
NC_001148.4	420948	422786	XVI	plus	guanine nucleotide exchange factor MUK1	MUK1	856035	protein-coding	NM_001183884.1	NP_015255.1	612	YPL070W
NC_001148.4	422885	423892	XVI	minus	farnesyltranstransferase	BTS1	856036	protein-coding	NM_001183883.1	NP_015256.1	335	YPL069C
NC_001148.4	424215	425096	XVI	minus	uncharacterized protein		856037	protein-coding	NM_001183882.1	NP_015257.1	293	YPL068C
NC_001148.4	425251	425847	XVI	minus	Htc1p	HTC1	856038	protein-coding	NM_001183881.1	NP_015258.1	198	YPL067C
NC_001148.4	426233	427672	XVI	plus	Rgl1p	RGL1	856039	protein-coding	NM_001183880.1	NP_015259.1	479	YPL066W
NC_001148.4	427927	428655	XVI	plus	ESCRT-I subunit protein VPS28	VPS28	856040	protein-coding	NM_001183879.1	NP_015260.1	242	YPL065W
NC_001148.4	428711	429616	XVI	minus	putative peptidylprolyl isomerase CWC27	CWC27	856041	protein-coding	NM_001183878.1	NP_015261.1	301	YPL064C
NC_001148.4	429939	431369	XVI	plus	protein translocase subunit TIM50	TIM50	856042	protein-coding	NM_001183877.1	NP_015262.1	476	YPL063W
NC_001148.4	431895	432299	XVI	plus	uncharacterized protein		856043	protein-coding	NM_001348885.1	NP_001335823.1	134	YPL062W
NC_001148.4	432588	434090	XVI	plus	aldehyde dehydrogenase (NADP(+)) ALD6	ALD6	856044	protein-coding	NM_001183875.1	NP_015264.1	500	YPL061W
NC_001148.4	434523	435764	XVI	plus	Mfm1p	MFM1	856045	protein-coding	NM_001183874.1	NP_015265.1	413	YPL060W
NC_001148.4	435893	435964	XVI	minus	tRNA-Cys		856046	tRNA				YNCP0007C
NC_001148.4	437333	442742	XVI	minus	gag-pol fusion protein		856047	protein-coding	NM_001305015.2	NP_001291944.1	1802	YPL060C-A
NC_001148.4	444579	445031	XVI	plus	monothiol glutaredoxin GRX5	GRX5	856048	protein-coding	NM_001183873.1	NP_015266.1	150	YPL059W
NC_001148.4	445842	450377	XVI	minus	ATP-binding cassette multidrug transporter PDR12	PDR12	856049	protein-coding	NM_001183872.1	NP_015267.1	1511	YPL058C
NC_001148.4	451909	453057	XVI	minus	mannosylinositol phosphorylceramide synthase catalytic subunit SUR1	SUR1	856050	protein-coding	NM_001183871.1	NP_015268.1	382	YPL057C
NC_001148.4	453430	453735	XVI	minus	Lcl1p	LCL1	856051	protein-coding	NM_001183870.1	NP_015269.1	101	YPL056C
NC_001148.4	453992	454990	XVI	minus	Lge1p	LGE1	856052	protein-coding	NM_001183869.1	NP_015270.1	332	YPL055C
NC_001148.4	455759	456664	XVI	plus	Lee1p	LEE1	856053	protein-coding	NM_001183868.1	NP_015271.1	301	YPL054W
NC_001148.4	457118	458458	XVI	minus	putative mannosyltransferase	KTR6	856054	protein-coding	NM_001183867.1	NP_015272.1	446	YPL053C
NC_001148.4	458799	459678	XVI	plus	Oaz1p	OAZ1	856055	protein-coding	NM_001183866.4	NP_015273.2	292	YPL052W
NC_001148.4	459963	460559	XVI	plus	Arf family GTPase ARL3	ARL3	856056	protein-coding	NM_001183865.1	NP_015274.1	198	YPL051W
